"","names","ourls","wons","ids","lons","lats","sDate"
"745","Pirlangimpi","/products/IDD60801/IDD60801.94119.shtml","94119","IDD60801","130.4217","-11.4021","1963"
"746","Point Fawcett","/products/IDD60801/IDD60801.94122.shtml","94122","IDD60801","130.03","-11.7628","1971"
"747","Black Point","/products/IDD60801/IDD60801.94134.shtml","94134","IDD60801","132.143","-11.1538","1965"
"748","Bulman","/products/IDD60801/IDD60801.94143.shtml","94143","IDD60801","134.3415","-13.6715","2002"
"749","Cape Wessel","/products/IDD60801/IDD60801.94147.shtml","94147","IDD60801","136.7586","-11.0047","1968"
"750","Central Arnhem Plateau","/products/IDD60801/IDD60801.94141.shtml","94141","IDD60801","133.0861","-13.3275","2003"
"751","Croker Island Airport","/products/IDD60801/IDD60801.94108.shtml","94108","IDD60801","132.4813","-11.1629","2012"
"752","Gove Airport","/products/IDD60801/IDD60801.94150.shtml","94150","IDD60801","136.8203","-12.2741","1944"
"753","Groote Eylandt Airport","/products/IDD60801/IDD60801.94153.shtml","94153","IDD60801","136.463","-13.9746","1999"
"754","Jabiru","/products/IDD60801/IDD60801.94137.shtml","94137","IDD60801","132.894","-12.6592","1984"
"755","Maningrida Airport","/products/IDD60801/IDD60801.95142.shtml","95142","IDD60801","134.2339","-12.0569","2003"
"756","McCluer Island","/products/IDD60801/IDD60801.94135.shtml","94135","IDD60801","132.9791","-11.0468","1993"
"757","Milingimbi","/products/IDD60801/IDD60801.94140.shtml","94140","IDD60801","134.8919","-12.0932","2003"
"758","Murganella Airstrip","/products/IDD60801/IDD60801.94109.shtml","94109","IDD60801","132.9266","-11.5485","2012"
"759","Ngayawili (Elcho Island)","/products/IDD60801/IDD60801.95146.shtml","95146","IDD60801","135.5726","-11.9971","1999"
"760","Ngukurr AWS","/products/IDD60801/IDD60801.94106.shtml","94106","IDD60801","134.7456","-14.7236","2012"
"761","Oenpelli Airport","/products/IDD60801/IDD60801.94110.shtml","94110","IDD60801","133.0069","-12.3272","2012"
"762","Warruwi","/products/IDD60801/IDD60801.94139.shtml","94139","IDD60801","133.3797","-11.65","1916"
"763","Borroloola","/products/IDD60801/IDD60801.94152.shtml","94152","IDD60801","136.3041","-16.0755","1987"
"764","Centre Island","/products/IDD60801/IDD60801.94248.shtml","94248","IDD60801","136.8192","-15.7426","1968"
"765","Daly Waters","/products/IDD60801/IDD60801.94234.shtml","94234","IDD60801","133.3782","-16.2637","1939"
"766","McArthur River Mine","/products/IDD60801/IDD60801.94239.shtml","94239","IDD60801","136.076","-16.4423","1968"
"767","Tindal","/products/IDD60801/IDD60801.94131.shtml","94131","IDD60801","132.3826","-14.5229","1969"
"768","Bradshaw-Koolendong Valley","/products/IDD60801/IDD60801.94222.shtml","94222","IDD60801","0","0","0"
"769","Delamere","/products/IDD60801/IDD60801.94225.shtml","94225","IDD60801","131.9181","-15.7441","1997"
"770","Victoria River Downs","/products/IDD60801/IDD60801.94232.shtml","94232","IDD60801","131.0145","-16.403","1885"
"771","Wave Hill (Kalkarindji)","/products/IDD60801/IDD60801.94229.shtml","94229","IDD60801","131.1166","-17.3869","1973"
"772","Brunette Downs","/products/IDD60801/IDD60801.94242.shtml","94242","IDD60801","135.945","-18.637","1891"
"773","Elliott","/products/IDD60801/IDD60801.94236.shtml","94236","IDD60801","133.5439","-17.5552","1949"
"774","Tennant Creek","/products/IDD60801/IDD60801.94238.shtml","94238","IDD60801","134.1833","-19.6423","1969"
"775","Alice Springs Airport","/products/IDD60801/IDD60801.94326.shtml","94326","IDD60801","133.889","-23.7951","1940"
"776","Arltunga","/products/IDD60801/IDD60801.95323.shtml","95323","IDD60801","134.6849","-23.4564","1988"
"777","Jervois","/products/IDD60801/IDD60801.94327.shtml","94327","IDD60801","136.1442","-22.9494","1966"
"778","Territory Grape Farm","/products/IDD60801/IDD60801.94328.shtml","94328","IDD60801","133.6377","-22.4518","1987"
"779","Curtin Springs","/products/IDD60801/IDD60801.94463.shtml","94463","IDD60801","131.7571","-25.3139","1953"
"780","Walungurru (Kintore)","/products/IDD60801/IDD60801.94321.shtml","94321","IDD60801","129.3844","-23.2656","2001"
"781","Watarrka","/products/IDD60801/IDD60801.94323.shtml","94323","IDD60801","131.549","-24.2918","1990"
"782","Yulara","/products/IDD60801/IDD60801.94462.shtml","94462","IDD60801","130.9737","-25.1896","1983"
"783","Lajamanu","/products/IDD60801/IDD60801.94231.shtml","94231","IDD60801","130.6361","-18.3324","1952"
"784","Rabbit Flat","/products/IDD60801/IDD60801.95322.shtml","95322","IDD60801","130.0148","-20.1823","1996"
"785","Yuendumu","/products/IDD60801/IDD60801.94324.shtml","94324","IDD60801","131.8011","-22.2565","1952"
"786","Argyle","/products/IDD60801/IDD60801.94217.shtml","94217","IDD60801","128.4517","-16.6381","1986"
"787","Giles*","/products/IDD60801/IDD60801.94461.shtml","94461","IDD60801","128.301","-25.0341","1956"
"788","Halls Creek","/products/IDD60801/IDD60801.94212.shtml","94212","IDD60801","127.6636","-18.2292","1944"
"789","Kalumburu","/products/IDD60801/IDD60801.94100.shtml","94100","IDD60801","126.6453","-14.2964","1997"
"790","Kununurra Airport","/products/IDD60801/IDD60801.94216.shtml","94216","IDD60801","128.71","-15.7814","1971"
"791","Troughton Island","/products/IDD60801/IDD60801.94102.shtml","94102","IDD60801","126.1485","-13.7542","1956"
"792","Truscott","/products/IDD60801/IDD60801.95101.shtml","95101","IDD60801","126.3867","-14.09","1944"
"793","Warburton","/products/IDD60801/IDD60801.94457.shtml","94457","IDD60801","126.5839","-26.1317","1940"
"794","Wyndham Airport","/products/IDD60801/IDD60801.95214.shtml","95214","IDD60801","128.1503","-15.51","1951"
"795","Camooweal","/products/IDD60801/IDD60801.94255.shtml","94255","IDD60801","138.1214","-19.9225","1891"
"796","Ernabella/Pukatja","/products/IDD60801/IDD60801.94474.shtml","94474","IDD60801","132.1771","-26.2635","1997"
